,Job_Title,Company_Name,Job_Description
1697,Microsoft Dynamics CRM Functional Consultant,SAED,Full Time · Experienced · 5+ Yrs of Exp · CRM · Dynamics · Dynamics CRM · Configuring · Information Technology (IT) · Computer Science · Microsoft Office · Sales · Microsoft Dynamics · English - New
1698,Senior Sales Executive,Future Group,"Full Time · Work From Home · Experienced · 3+ Yrs of Exp · Sales · Sales Skills · Sales Target · Customer Service · Customer Care · Customer Support · English · Business Development · Sales/Retail - October 14, 2020"
1699,Material Planning Specialist/Engineer,Masria Digital Payment (MDP),"Full Time · Entry Level · 1-3 Yrs of Exp · Engineering · Material · Industrial · Planning · Supply Chain · Logistics · SAP · Logistics/Supply Chain · Purchasing/Procurement - October 14, 2020"
1700,Application Content Manager,Premier Services and Recruitment,"Full Time · Manager · 4+ Yrs of Exp · Digital Marketing · Application · Marketing · Computer Science · Information Technology (IT) · Marketing/PR/Advertising · Media/Journalism/Publishing - October 6, 2020"
1701,ERP Team Leader / Functional Consultant -...,Trax Group Company,"Full Time · Manager · 2+ Yrs of Exp · Microsoft Dynamics 365 · Microsoft Dynamics AX · IT/Software Development · Operations/Management · Engineering - Telecom/Technology - November 19, 2020"
1702,Senior NOC Engineer,Xceed,"Full Time · Experienced · 5+ Yrs of Exp · CCNA · Engineering · Information Technology (IT) · Computer Science · Telecommunication · Computer Skills · PRIS · CCC · CCNP · Networking · CCIE - November 16, 2020"
1703,Senior Network Engineer,Xceed,"Full Time · Experienced · 5+ Yrs of Exp · CCNA · Engineering · Information Technology (IT) · Computer Science · Telecommunication · Computer Skills · PRIS · CCC · CCNP · Networking · CCIE - November 16, 2020"
1704,Customer Service Agent - Fluent English,Furqan Group for Education & IT,"Full Time · Work From Home · Experienced · 2+ Yrs of Exp · Customer Support · Customer Service · Customer Care · English · Customer · Customer Service/Support - November 12, 2020"
1705,Telecommunications Engineer,Xceed,"Full Time · Entry Level · 0-2 Yrs of Exp · CCNA · Engineering · Information Technology (IT) · Computer Science · Telecommunication · Computer Skills · PRIS · CCC · Communication · English - October 26, 2020"
1706,Digital Marketing Designer,Kabbany Construction Group,"Full Time · Experienced · 4+ Yrs of Exp · Art · Marketing · Digital Marketing · Social Media · Graphic Design · Communication · Media · Design · Editing · Video Editing · Adobe Creative Suite - November 22, 2020"
1707,Client Care Agent,DM Arts,"Full Time · Shift Based · Experienced · 2+ Yrs of Exp · Customer Support · Customer Care · Customer Service · Client Handling · Sales · Selling · English · Administration · Sales Skills - October 5, 2020"
1708,Cloud Presales Engineer,Forte Cloud,"Full Time · Experienced · 3+ Yrs of Exp · AWS · Cloud · Cloud Computing · Presales · Solution Architect · English · Computer Skills · Microsoft Office · Microsoft PowerPoint (PPT) - November 1, 2020"
1709,Technical Support Engineer, ,"Full Time · Shift Based · Experienced · 4-6 Yrs of Exp · Linux · Technical Support · CCNA · Information Technology (IT) · Computer Science · Networking · Engineering · Network · SS7 · GSM - November 2, 2020"
1710,Senior Database Administrator,Allianz,"Full Time · Experienced · 5+ Yrs of Exp · Information Technology (IT) · Database · Computer Science · Linux · Database Administrator · Oracle · OS Linux · Oracle Database · Windows Server · Exadata - November 5, 2020"
1711,STEM Teacher (Robotics Teacher),TechAdemics,"Full Time · Entry Level · 1-3 Yrs of Exp · Teaching · Computer Science · Education · Electronics · STEM · Programming · Robotics · Arduino · English · Engineering · Computer Engineering · CAD - October 5, 2020"
1712,HR Operation Supervisor,Union Group,"Full Time · Manager · 5-8 Yrs of Exp · Human Resources (HR) · HR · Labor Law · Personnel · Social Insurance · HR Operations · HR Management · Operations · Management · Human Resources - September 29, 2020"
1713,Product Specialist - Delta,Docspert,"Full Time · Experienced · 3+ Yrs of Exp · Sales Skills · Pharmacy · Medical · Communication · Sales · Oncology · Representative · Veterinary Medicine · Science · Veterinary · Medical/Healthcare - September 29, 2020"
1714,Digital Marketing Manager, ,"Full Time · Manager · 5-7 Yrs of Exp · Digital Marketing · Social Media · Marketing · Media · Digital Media · Content Management · Digital · Content · Web Design · Design · Photoshop · SEO - September 30, 2020"
1715,Validation Senior Specialist - Alexandria,European Egyptian Pharmaceutical Industries (EEPI),"Full Time · Experienced · 3-5 Yrs of Exp · Pharmaceutical · Quality Assurance · Validation · Research & Development · Quality · Quality Control · Pharmacy · Science · R&D/Science · Quality - September 30, 2020"
1716,Senior Product Owner,almentor,"Full Time · Experienced · 4-6 Yrs of Exp · communication skills · time management skills · Problem-solving aptitude · Creative thinking skills · Information Technology (IT) · Agile · Computer Science - November 11, 2020"
1717,Quality Control & Assurance Section Head - ( In...,ShadyPack,"Full Time · Manager · 5-10 Yrs of Exp · Quality Control · Quality Assurance · Manufacturing · ISO · Science · Pharmacy · Chemistry · ISO 9001 · Manufacturing/Production · Quality · Pharmaceutical - October 5, 2020"
1718,ERP Application Admin - Odoo, ,"Full Time · Experienced · 2-5 Yrs of Exp · SQL Queries · Customer Service · Maintenance · Installation · MS Visio · Microsoft Excel · ERP · Business Writing · Information Technology (IT) · System - November 15, 2020"
1719,Information Security Senior Supervisor -...,Xceed,"Full Time · Manager · 4+ Yrs of Exp · Information Technology (IT) · Computer Science · Computer Engineering · Engineering · CISA · CISM · ISO · Communication · CISSP · English · SOC · ISO 27001 - November 16, 2020"
1720,Customer Experience Engineer,Athear For Marketing Services,"Full Time · Experienced · 5-10 Yrs of Exp · Networking · Cisco · Engineering · Computer Science · Customer Experience · CAPM · Big Data · Cisco SDA · VMWare NSX · IT · French - October 18, 2020"
1721,Senior Operations Leader (Heliopolis Hub Leader),Aramex International,"Full Time · Manager · 4-6 Yrs of Exp · Logistics · Courier · Operations · Engineering · Supply Chain · Logistics/Supply Chain · Operations/Management · Engineering - Other - October 7, 2020"
1722,Senior Operations Leader (6th of October Hub...,Aramex International,"Full Time · Manager · 4-6 Yrs of Exp · Logistics · Courier · Engineering · Supply Chain · Operations · Logistics/Supply Chain · Operations/Management · Engineering - Other - October 7, 2020"
1723,Project Engineer,Lactalis Halawa,"Full Time · Experienced · 5-7 Yrs of Exp · Mechanical Engineering · FMCG · Dairy · Maintenance · Development · Engineering · Food Services · Civil · AutoCAD · MS Project · Civil Engineering - October 7, 2020"
1724,Junior Network Engineer- ISP Operations,ServerHub,"Full Time · Experienced · 3+ Yrs of Exp · Computer Science · Information Technology (IT) · Computer Engineering · Networking · Engineering · Operations · Network · English · Communication Skills - October 12, 2020"
1725,Financial Manager,Notion International School,"Full Time · Manager · 10-13 Yrs of Exp · Finance · Financial Management · Accounting · Financial Analysis · Manager · Accountant · CMA · Financial · IFRS · Financial Reports · Accounting Systems - October 14, 2020"
1726,MEAL Officer,Handicap International,Full Time · Experienced · 2-4 Yrs of Exp · M&E · Monitoring · Evaluation · Microsoft Office · Accountability · Data Analysis · Data collection · MEAL · Project Management · PMP · ICT4D · Learning - New
1727,Quality Control Manager, ,"Full Time · Manager · 10+ Yrs of Exp · Quality Control · Quality Assurance · Quality · Engineering · Science · Production · Manufacturing · Analysis · Business Administration · Quality - October 18, 2020"
1728,Graphic Designer & Visual Content Creator,Jfcafes,"Full Time · Work From Home · Experienced · 3+ Yrs of Exp · Graphic Design · Design · Adobe Photoshop · Adobe Illustrator · Social Media · Media · Photoshop · Illustrator · After Effects · Motion - October 19, 2020"
1729,Administration Manager,Nagwa,"Full Time · Manager · 8+ Yrs of Exp · Office Management · Management · Administration · Health and Safety · Operations · Administration · Operations/Management - October 18, 2020"
1730,Project Manager,Probuilders,"Full Time · Manager · 10+ Yrs of Exp · Construction · Engineering · Project Manager · Project Management · Information Technology (IT) · Management · Writing · Leadership · PMP · Technical - October 22, 2020"
1731,Facility Management Executive,The Baby Academy,"Full Time · Experienced · 2+ Yrs of Exp · Facility · Operation · Management · Admin · Administration · Repair · Facility Management · Maintenance · Administration · Operations/Management - October 22, 2020"
1732,Marketing Deputy Manager - Cairo,KnowledgeNet,"Full Time · Manager · 8-12 Yrs of Exp · Management · Marketing · Sales Target · Communication · Communication Skills · Marketing Campaigns · Project Management · Marketing Management - October 22, 2020"
1733,UI / UX Designer Internship,IKEN Technology,"Internship · Entry Level · 0-1 Yrs of Exp · Design · INTERNSHIP · Adobe Photoshop · Photoshop · Creative · Illustrator · Adobe · UI · UX · Graphic Design · Information Technology (IT) · Zeplin - October 2, 2020"
1734,Utilities Maintenance Engineer- (SCADA), ,"Full Time · Experienced · 5-8 Yrs of Exp · SCADA · HVAC · Diesel Generators · Utilities · Engineering · Pharmaceutical · Mechatronics · Electrical Engineering · Microcontrollers · Serial · Analog - September 29, 2020"
1735,Digital Marketing Manager,ExaServe LLC,"Full Time · Experienced · 3-5 Yrs of Exp · Digital Marketing · Marketing · Social Media · Management · SEO · Media · Google Analytics · Digital · Advertising · SEM · SMM · SMO · English - October 5, 2020"
1736,Linux Administrator - (Remote),ServerHub,"Full Time · Work From Home · Experienced · 3+ Yrs of Exp · Linux · AWS · Python · Docker · XEN · KVM · DNS · PaaS · Ruby · Cloud Computing · C++ · Azure · Linux Systems · Web Hosting - November 10, 2020"
1737,Network Engineer,EGID company,"Full Time · Experienced · 2-4 Yrs of Exp · Network Engineer · CCNA · Information Technology (IT) · Computer Science · Engineering · Networking · CCNP · IT/Software Development - October 15, 2020"
1738,E-Commerce Operation Specialist,Carina Wear,"Full Time · Experienced · 2-4 Yrs of Exp · E-Commerce · Marketing · Social Media · E-marketing · Operations · Management · Communication · Business · ERP · Magento · Excel · Skills - October 15, 2020"
1739,Group Chief Internal Audit,NOK for Human Capital Solutions,"Full Time · Manager · 15-20 Yrs of Exp · ERP · IFRS · External Audit · Internal Audit · CIA · CPA · CMA · Accounting · Finance · Manufacturing · Retail · Accounting/Finance · Strategy/Consulting - October 12, 2020"
