,Job_Title,Company_Name,Skills,Level,Type,Job_Category,Years_of_experience
3293,Senior Linux System Engineer,Link Datacenter," Engineering · Communication Engineering · Information Technology (IT) · Computer Science · Installation · Maintenance · Solaris · CentOS · RedHat · NGINX - November 1, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3294,Customer Support Agent - Accounting,"Izam, inc."," Males Preferred · ERP · Accounting · Implementation · Information Technology (IT) · ERP · Computer Science · English · ERP Implementation · Typing - October 14, 2020",Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
3295,Sales Executive,Spark Systems," Sales · Sales Skills · Sales Target · Computer Skills · Microsoft Office · Software Sales · Outdoor Sales · English · Business Development · Sales/Retail - September 27, 2020",Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
3296,Senior Data Platform Engineer,e-finance," SQL Server Database · Oracle Database · Oracle SQL · MySQL · Information Technology (IT) · Database · SQL · Oracle · Troubleshooting · Computer Science - September 30, 2020",Experienced,Full Time,Software Engneering ,  3-7 Yrs of Exp
3297,Technical Support Engineer,KnowledgeNet,"Information Technology (IT) · SQL · Computer · Oracle · TOMCAT · WebSphere · Technical Support · Computer Science · Engineering · English · Science - November 15, 2020",Experienced,Full Time,Software Engneering ,  2+ Yrs of Exp 
3298,Network Security Admin - Cairo,MTS," Computer Science · Information Technology (IT) · Network · Security · Network Administration · Networking · Software · CCNP · CCNA · Troubleshooting - November 11, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3299,Automation Sales Manager - Cairo,ECCC,"of Exp · Sales · Automation · Customer Care · Customer Service · Industrial Automation · Sales Management · Sales Skills · Sales Target · Engineering · Mechanical - November 2, 2020",Manager,Full Time,Software Engneering , Manager · 4+ Yr
3300,Publishing Manager Assistant,Longman Egypt," Editing · Editorial · English · Writing · English Language Editing · Educational Books · Proofreading · Publishing · Writing/Editorial - November 19, 2020",Experienced,Full Time,Software Engneering ,  10+ Yrs of Exp
3301,Operations Manager,Xerox Egypt, of Exp · Operations · Management · PMP · Customer Satisfaction · IT · Operations/Management - New,Manager,Full Time,Software Engneering , Manager · 3-5 Y
3302,UI/UX Designer,Master Linux,"Software · UI/UX · Information Technology (IT) · Graphic Design · CSS3 · HTML5 · javaScript · Adobe Photoshop · UX Design · Computer Science · UI - November 16, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
3303,Documentum Consultant,Tafeel,"rs of Exp · EMC · java · J2EE · Documentum · IGC Brava · Red Hat · Linux · JDK · XML · WDK · Webtop · BPM · DQL · API · IT · Engineering · Software - November 1, 2020",Experienced,Full Time,Software Engneering , Part Time ·  7+
3304,Sales Executive,Legacy Coaching Institute," 2-4 Yrs of Exp · Females Only · Sales Skills · Sales · Sales Target · Communication · Customer Service · Selling · Business Development · telesales - November 19, 2020",Experienced,Full Time,Software Engneering , Work From Home 
3305,Graphic Designer,BLU Real Estate," Graphic Design · Design · Graphic · Graphic Designer · Adobe Photoshop · Adobe Illustrator · Illustrator · Photoshop · Adobe · Editing · Software - November 2, 2020",Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
3306,Payable Accountant,El Mansour Development, Accounting · Accounts Payable · Finance · Financial Analysis · Computer Skills · English · MS Office · Accounting Software · Payable Accounting - New,Experienced,Full Time,Software Engneering ,  4-8 Yrs of Exp
3307,System Engineer,DIRAC SYSTEMS,"Istio · ELK stack · Grafana · Logstash · Kibana · kubernetes · JenkinsX · Ansible · Alfresco · Spring Cloud · Docker · Information Technology (IT) - November 15, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
3308,Cost & Planning Engineer Team Leader,Alkarma Developments,"s of Exp · Planning · Cost Control · Primavera · Architecture · Civil Engineering · Engineering · English · Cost · Construction · Civil · Cost Engineering - October 5, 2020",Manager,Full Time,Software Engneering , Manager · 7-10 
3309,Technical Sales Engineer,Elnady Engineering & Agencies,"Sales · Sales Skills · Sales Target · Retail · Software Sales · Marketing · Customer Service · Customer Care · Customer Support · Mechanical Engineering - October 18, 2020",Experienced,Full Time,Software Engneering ,  2+ Yrs of Exp 
3310,System Integration Analyst,Fawry Banking & Payment Technology Services," Information Technology (IT) · Communication Skills · Development · Computer Science · Computer Engineering · Engineering · Design · XML · JAVA · J2EE - November 11, 2020",Experienced,Full Time,Software Engneering ,  3-6 Yrs of Exp
3311,Admin Coordinator Real Estate,global building," Telesales · Customer Care · Customer Support · Customer Service · Information Technology (IT) · Administration · Customer Service/Support · Sales/Retail - October 13, 2020",Entry Level,Full Time,Software Engneering ,  0-2 Yrs of Exp
3312,QA Process Improvement Engineer,Fixed Solutions," Engineering · Quality Assurance · QA · Process Improvement · Computer Science · Software · Operations · Process · Analysis · CMMI · MS Office · Quality - November 9, 2020",Experienced,Full Time,Software Engneering ,  2-5 Yrs of Exp
3313,System Admin,El Nasr Group," Information Technology (IT) · Computer Science · System Administration · Network Administration · System Security · Python · WAN · LAN · Networks - November 22, 2020",Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
3314,Telesales Representative,EasyKash," Telesales · Sales · Sales Skills · Customer Service · business development · Call Center · Communication Skills · English · B2B · Communication - November 8, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
3315,Senior MS Dynamics AX Technical Consultant,SAED,"Microsoft Dynamics · AX · Computer Science · Information Technology (IT) · ERP · MS SQL · SQL · Computer Engineering · Microsoft Dynamics AX · Dynamics AX - November 2, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
3316,Junior Noc Engineer,Xceed," Engineering · Computer Science · Networks · DHCP · CentOS · AWS · CCNA · ITIL · Telecommunication · Communication · Customer Service · English - November 16, 2020",Entry Level,Full Time,Software Engneering ,  0-2 Yrs of Exp
3317,Social Media & Marketing Executive - Alexandria,NetEra,"Digital Marketing · E-marketing · Market Research · Marketing · Social Media · Visual Design · Social Media Channels · Marketing Strategy · Games · English - October 19, 2020",Entry Level,Full Time,Software Engneering ,  1+ Yrs of Exp 
3318,Senior Sales Account Manager,QuadraTech for Information Technology,"· Sales · Cisco · Sales Skills · Account Management · Networking Solutions · Corporate Sales · IT Sales · Dell · EMC · Systimax · Schneider · IT - November 8, 2020",Experienced,Full Time,Software Engneering ,  5-10 Yrs of Ex
3319,SAP Project Manager,Talaat Moustafa Group," of Exp · Project Management · SAP · Information Technology (IT) · Business · Computer Science · IT/Software Development · Project/Program Management - November 22, 2020",Manager,Full Time,Software Engneering , Manager · 4-6 Y
3320,UX Designer,WebBeds," Information Technology (IT) · UX · Technology · Computer Science · UI · Web Design · UX Design · User Experience · Creative/Design/Art - October 15, 2020",Experienced,Full Time,Software Engneering ,  3-6 Yrs of Exp
3321,Senior Sales Executive,Datum International Data Systems,"Sales · Sales Skills · Sales Target · IT · IT Products · Barcoding · English · IT/Software Development · Sales/Retail - November 11, 2020",Experienced,Full Time,Software Engneering ,  4+ Yrs of Exp 
3322,Oracle Database Administrator,Master Linux," RAC · Oracle Database · Oracle Weblogic · Database · Oracle · OBIEE · OCP · Linux · Administration · Computer Science · Information Technology (IT) - November 12, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3323,User Experience (UX) Designer,Deal,"rs of Exp · UI/UX · Sketch · Adobe XD · Wireframes · UX · Information Technology (IT) · Computer Science · Prototypes · Creative/Design/Art - October 14, 2020",Experienced,Full Time,Software Engneering , Part Time ·  3+
3324,Customer Service Agent (Onshore Account),Atheel CC," Males Only · Customer Service · Customer Support · Customer Care · Call Center · Installation · IT · Troubleshooting · Customer Service/Support - November 2, 2020",Entry Level,Full Time,Software Engneering ,  0-3 Yrs of Exp
3325,Digital Marketing Intern,STEP,"Yrs of Exp · Startup · Marketing · E-marketing · Market Research · Communication Skills · Media · Social Media · Computer Skills · SAP · Digital Marketing · CRM - October 12, 2020",Entry Level,Internship,Software Engneering ,Internship ·  0-
3326,Senior Help Desk Specialist,MTS," Information Technology (IT) · Help Desk · Computer Science · Installation · Computer Systems · Computer · Installation/Maintenance/Repair - November 11, 2020",Experienced,Full Time,Software Engneering ,  6-8 Yrs of Exp
3327,Systems Engineer,MisrTech,"Information Technology (IT) · Computer Science · Engineering · Interpersonal Skills · Communication · Computer Engineering · CCNA · Customer Care - November 11, 2020",Experienced,Full Time,Software Engneering ,  2+ Yrs of Exp 
3328,Senior Data Scientist,I-Score,"SAS · SQL · Statistics · Data Science · Information Technology (IT) · Analysis · Research · Data Mining · Software Engineering · Engineering · Telecom - October 19, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
3329,Sales Manager,Power International,"s of Exp · Sales · Sales Skills · Sales Target · Business · Negotiation · Sales Strategies · Energy · Power Stations · English · Sales Plan · Sales Strategy - October 22, 2020",Manager,Full Time,Software Engneering , Manager · 5-10 
3330,SAP Consultant,Hidden Name," SAP · Real Estate · SAP PS · SAP RE · SAP HCM · SAP FICO · Information Technology (IT) · Computer Science · SAP Maintenance · SAP FI · HCM - October 18, 2020",Entry Level,Full Time,Software Engneering ,  1-5 Yrs of Exp
3331,Cochlear Implant - Product Specialist - Sohag,El Nahar for Medical Solutions,"Cochlear Implant · Medical · Biomedical · Engineering · Science · Electronics · Electrical Engineering · Planning · Health Care · HCPs · Medical Solutions - November 22, 2020",Entry Level,Full Time,Software Engneering ,  1+ Yrs of Exp 
3332,Senior Graphic Designer,Bright Minds," Graphic Design · Adobe Illustrator · Adobe Photoshop · Design · Illustrator · Graphic · InDesign · Photoshop · Fine Arts · DreamWeaver - October 18, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
3333,Application Support Specialist,BI-Technologies," Males Preferred · Information Technology (IT) · Computer Science · Engineering · Telecommunication · Computer Engineering · Customer Service · SQL · CRM - November 2, 2020",Entry Level,Full Time,Software Engneering ,  1-5 Yrs of Exp
3334,French Teacher ( British Section ) - Tanta,Future British International School,"Teaching · Education · DELF · French · Education/Teaching - November 16, 2020",Experienced,Full Time,Software Engneering ,  2+ Yrs of Exp 
3335,Electrical Engineer,Hayat Kimya," Engineering · Electrical Engineering · SAP · Microsoft Excel · Manufacturing · FMCG · Factories · SIMATIC · PLC · Excel · English - September 28, 2020",Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
